Category,Ticker,Name,LONG_COMP_NAME,CURRENCY,SOURCE,SW_DETAILED_DESCRIPTION,INDX_DES,INDX_SOURCE,COUNTRY,REGION_OR_COUNTRY,RELEVANCE_VALUE,,,Field
Currencies,EURSEK Curncy,EUR-SEK X-RATE,EURSEK Spot Exchange Rate - Price of 1 EUR in SEK,SEK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,SE,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,INR Curncy,Indian Rupee Spot,USDINR Spot Exchange Rate - Price of 1 USD in INR,INR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,IN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,INR REGN Curncy,Indian Rupee Spot,USDINR Spot Exchange Rate - Price of 1 USD in INR,INR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,IN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURTRY Curncy,EUR-TRY X-RATE,EURTRY Spot Exchange Rate - Price of 1 EUR in TRY,TRY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,TR,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,NZD Curncy,New Zealand Dollar Spot,NZDUSD Spot Exchange Rate - Price of 1 NZD in USD,NZD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,NZ,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,AUDJPY Curncy,AUD-JPY X-RATE,AUDJPY Spot Exchange Rate - Price of 1 AUD in JPY,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,GBPJPY Curncy,GBP-JPY X-RATE,GBPJPY Spot Exchange Rate - Price of 1 GBP in JPY,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,MYR Curncy,Malaysian Ringgit Spot,USDMYR Spot Exchange Rate - Price of 1 USD in MYR,MYR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,MY,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,MYR REGN Curncy,Malaysian Ringgit Spot,USDMYR Spot Exchange Rate - Price of 1 USD in MYR,MYR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,MY,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,TWD Curncy,Taiwan Dollar Spot,USDTWD Spot Exchange Rate - Price of 1 USD in TWD,TWD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,TW,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,TWD REGN Curncy,Taiwan Dollar Spot,USDTWD Spot Exchange Rate - Price of 1 USD in TWD,TWD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,TW,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURNOK Curncy,EUR-NOK X-RATE,EURNOK Spot Exchange Rate - Price of 1 EUR in NOK,NOK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,NO,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,XPT Curncy,Platinum Spot  $/Oz,XPTUSD Spot Exchange Rate - Price of 1 XPT in USD,XPT,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURAUD Curncy,EUR-AUD X-RATE,EURAUD Spot Exchange Rate - Price of 1 EUR in AUD,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,AU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,AUDNZD Curncy,AUD-NZD X-RATE,AUDNZD Spot Exchange Rate - Price of 1 AUD in NZD,NZD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,NZ,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,IDR Curncy,Indonesian Rupiah Spot,USDIDR Spot Exchange Rate - Price of 1 USD in IDR,IDR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,ID,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,IDR REGN Curncy,Indonesian Rupiah Spot,USDIDR Spot Exchange Rate - Price of 1 USD in IDR,IDR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,ID,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,XPD Curncy,Palladium Spot  $/Oz,XPDUSD Spot Exchange Rate - Price of 1 XPD in USD,XPD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,USDEUR Curncy,USD-EUR X-RATE,USDEUR Spot Exchange Rate - Price of 1 USD in EUR,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,EU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURCAD Curncy,EUR-CAD X-RATE,EURCAD Spot Exchange Rate - Price of 1 EUR in CAD,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CA,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,HKD Curncy,Hong Kong Dollar Spot,USDHKD Spot Exchange Rate - Price of 1 USD in HKD,HKD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,HK,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,CLP Curncy,Chilean Peso Spot,USDCLP Spot Exchange Rate - Price of 1 USD in CLP,CLP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CL,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,CLP REGN Curncy,Chilean Peso Spot,USDCLP Spot Exchange Rate - Price of 1 USD in CLP,CLP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CL,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURPLN Curncy,EUR-PLN X-RATE,EURPLN Spot Exchange Rate - Price of 1 EUR in PLN,PLN,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,PL,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,USD Curncy,US Dollar Spot,USDUSD Spot Exchange Rate - Price of 1 USD in USD,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,SEK Curncy,Swedish Krona Spot,USDSEK Spot Exchange Rate - Price of 1 USD in SEK,SEK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,SE,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURCZK Curncy,EUR-CZK X-RATE,EURCZK Spot Exchange Rate - Price of 1 EUR in CZK,CZK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CZ,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURRUB Curncy,EURRUB SPOT T+1 (TOM),EURRUB Spot Exchange Rate - Price of 1 EUR in RUB,RUB,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,RU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,COP Curncy,Colombian Peso Spot,USDCOP Spot Exchange Rate - Price of 1 USD in COP,COP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CO,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,COP REGN Curncy,Colombian Peso Spot,USDCOP Spot Exchange Rate - Price of 1 USD in COP,COP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CO,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURMXN Curncy,EUR-MXN X-RATE,EURMXN Spot Exchange Rate - Price of 1 EUR in MXN,MXN,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,MX,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,THB Curncy,Thai Baht Spot,USDTHB Spot Exchange Rate - Price of 1 USD in THB,THB,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,TH,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,THB REGN Curncy,Thai Baht Spot,USDTHB Spot Exchange Rate - Price of 1 USD in THB,THB,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,TH,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,GBPCHF Curncy,GBP-CHF X-RATE,GBPCHF Spot Exchange Rate - Price of 1 GBP in CHF,CHF,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CH,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,ARS Curncy,Argentine Peso Spot,USDARS Spot Exchange Rate - Price of 1 USD in ARS,ARS,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,AR,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,CADUSD Curncy,CAD-USD X-RATE,CADUSD Spot Exchange Rate - Price of 1 CAD in USD,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURHUF Curncy,EUR-HUF X-RATE,EURHUF Spot Exchange Rate - Price of 1 EUR in HUF,HUF,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,HU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,GBPAUD Curncy,GBP-AUD X-RATE,GBPAUD Spot Exchange Rate - Price of 1 GBP in AUD,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,AU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURBRL Curncy,EUR-BRL X-RATE,EURBRL Spot Exchange Rate - Price of 1 EUR in BRL,BRL,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,BR,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,NOK Curncy,Norwegian Krone Spot,USDNOK Spot Exchange Rate - Price of 1 USD in NOK,NOK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,NO,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,USDGBP Curncy,USD-GBP X-RATE,USDGBP Spot Exchange Rate - Price of 1 USD in GBP,GBP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,GB,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,AUDCAD Curncy,AUD-CAD X-RATE,AUDCAD Spot Exchange Rate - Price of 1 AUD in CAD,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CA,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,PHP Curncy,Philippines Peso Spot,USDPHP Spot Exchange Rate - Price of 1 USD in PHP,PHP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,PH,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,PHP REGN Curncy,Philippines Peso Spot,USDPHP Spot Exchange Rate - Price of 1 USD in PHP,PHP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,PH,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,CADJPY Curncy,CAD-JPY X-RATE,CADJPY Spot Exchange Rate - Price of 1 CAD in JPY,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,JPYUSD Curncy,JPY-USD X-RATE,JPYUSD Spot Exchange Rate - Price of 1 JPY in USD,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,GBPCAD Curncy,GBP-CAD X-RATE,GBPCAD Spot Exchange Rate - Price of 1 GBP in CAD,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CA,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURZAR Curncy,EUR-ZAR X-RATE,EURZAR Spot Exchange Rate - Price of 1 EUR in ZAR,ZAR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,ZA,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,PEN Curncy,Peruvian Sol Spot,USDPEN Spot Exchange Rate - Price of 1 USD in PEN,PEN,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,PE,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,PEN REGN Curncy,Peruvian Sol Spot,USDPEN Spot Exchange Rate - Price of 1 USD in PEN,PEN,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,PE,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,PLN Curncy,Polish Zloty Spot,USDPLN Spot Exchange Rate - Price of 1 USD in PLN,PLN,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,PL,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,MXNUSD Curncy,MXN-USD X-RATE,MXNUSD Spot Exchange Rate - Price of 1 MXN in USD,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,ILS Curncy,Israeli Shekel Spot,USDILS Spot Exchange Rate - Price of 1 USD in ILS,ILS,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,IL,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,ILS REGN Curncy,Israeli Shekel Spot,USDILS Spot Exchange Rate - Price of 1 USD in ILS,ILS,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,IL,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EGP Curncy,Egyptian Pound Spot,USDEGP Spot Exchange Rate - Price of 1 USD in EGP,EGP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,EG,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EGP REGN Curncy,Egyptian Pound Spot,USDEGP Spot Exchange Rate - Price of 1 USD in EGP,EGP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,EG,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,AUDSGD Curncy,AUD-SGD X-RATE,AUDSGD Spot Exchange Rate - Price of 1 AUD in SGD,SGD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,SG,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,NOKSEK Curncy,NOK-SEK X-RATE,NOKSEK Spot Exchange Rate - Price of 1 NOK in SEK,SEK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,SE,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,CNYUSD Curncy,CNY-USD X-RATE,CNYUSD Spot Exchange Rate - Price of 1 CNY in USD,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,NZDJPY Curncy,NZD-JPY X-RATE,NZDJPY Spot Exchange Rate - Price of 1 NZD in JPY,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURSGD Curncy,EUR-SGD X-RATE,EURSGD Spot Exchange Rate - Price of 1 EUR in SGD,SGD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,SG,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURNZD Curncy,EUR-NZD X-RATE,EURNZD Spot Exchange Rate - Price of 1 EUR in NZD,NZD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,NZ,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURDKK Curncy,EUR-DKK X-RATE,EURDKK Spot Exchange Rate - Price of 1 EUR in DKK,DKK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,DK,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURCNY Curncy,EUR-CNY X-RATE,EURCNY Spot Exchange Rate - Price of 1 EUR in CNY,CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURCNY REGN Curncy,EUR-CNY X-RATE,EURCNY Spot Exchange Rate - Price of 1 EUR in CNY,CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,BRLJPY Curncy,BRL-JPY X-RATE,BRLJPY Spot Exchange Rate - Price of 1 BRL in JPY,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,EURCNH Curncy,EUR-CNH Cross Rate,EURCNH Spot Exchange Rate - Price of 1 EUR in CNH,CNH,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,GBPSGD Curncy,GBP-SGD X-RATE,GBPSGD Spot Exchange Rate - Price of 1 GBP in SGD,SGD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,SG,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Currencies,DKK Curncy,Danish Krone Spot,USDDKK Spot Exchange Rate - Price of 1 USD in DKK,DKK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,DK,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,USSW5 Curncy,USD SWAP SEMI 30/360 5YR,USD SWAP SEMI 30/360 5YR,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,USSWAP5 Curncy,USD SWAP SEMI 30/360 5YR,USD SWAP SEMI 30/360 5YR,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,SKSW5 Curncy,SEK SWAP (vs 3M STIB)5YR,SEK SWAP (vs 3M STIB)5YR,SEK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,SE,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,ADSWAP5 Curncy,AUD SWAP 5YR,AUD SWAP 5YR,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,AU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,SFSW5 Curncy,CHF SWAP (VS 6M LIB) 5Y,CHF SWAP (VS 6M LIB) 5Y,CHF,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CH,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,CGUSSW5 Curncy,CNH CCS 5Y,CNH CCS 5Y,CNH,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,CHSWP5 Curncy,CLP SW PESO v CAMARA 5YR,CLP SW PESO v CAMARA 5YR,CLP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CL,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,ADSW5 Curncy,AUD SWAP 5YR,AUD SWAP 5YR,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,AU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,TDSWO5 Curncy,TWD SW ONSHR TAIBOR3M 5Y,TWD SW ONSHR TAIBOR3M 5Y,TWD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,TW,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,CCSHO5 Curncy,CNY IRS(3M SHIBOR)   5YR,CNY IRS(3M SHIBOR)   5YR,CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,CHSWC5 Curncy,UF vs CAMARA SWAP    5YR,UF vs CAMARA SWAP    5YR,CLF,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CL,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,RRSWM5 Curncy,RUB SWAP VS MOSPRIME 5YR,RUB SWAP VS MOSPRIME 5YR,RUB,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,RU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,ADSWAP5Q Curncy,AUD SWAP (QTRLY) 5YR,AUD SWAP (QTRLY) 5YR,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,AU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,JYSWT5 Curncy,JPY SWAP TIBOR       5YR,JPY SWAP TIBOR       5YR,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,CGSWH5 Curncy,CNH SWAP VS HICNH3M 5Y,CNH SWAP VS HICNH3M 5Y,CNH,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,USSW305 Curncy,USD SWAP     3Y vs 5Y,USD SWAP     3Y vs 5Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,SFSW5V3 Curncy,CHF SWAP (vs 3M LIB) 5YR,CHF SWAP (vs 3M LIB) 5YR,CHF,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CH,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,USSW5YF Curncy,USD SWAP   5Y VS 6M,USD SWAP   5Y VS 6M,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,DKSWTN5 Curncy,DKK SWAP T/N INDEXED 5Y,DKK SWAP T/N INDEXED 5Y,DKK,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,DK,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,ADSW5Q Curncy,AUD SWAP (QTRLY) 5YR,AUD SWAP (QTRLY) 5YR,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,AU,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,MPSWT5 Curncy,MXN SWAP UDI-TIIE 5YR,MXN SWAP UDI-TIIE 5YR,MXN,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,MX,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,USSW0205 Curncy,USD SWAP     2Y vs 5Y,USD SWAP     2Y vs 5Y,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,USSQ305 Curncy,USD SWAP QRTY 30/360 5YR,USD SWAP QRTY 30/360 5YR,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,US,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,CGSW5 Curncy,CNH SWAP 5Y,CNH SWAP 5Y,CNH,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,CN,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,IHSWV3J5 Curncy,IDR ONSH IRS VS JIBOR 5Y,IDR ONSH IRS VS JIBOR 5Y,IDR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,ID,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,IHSWO5V3 Curncy,IDR SW ONSH VS 3M TD 5Y,IDR SW ONSH VS 3M TD 5Y,IDR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,ID,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,JYJSLC5 Curncy,JPY JSCC LCH SPRD 5Y,JPY JSCC LCH SPRD 5Y,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,JP,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Swaps - 5y,SDSWSV5 Curncy,SGD IRS VS 3M SIBOR 5YR,SGD IRS VS 3M SIBOR 5YR,SGD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,SG,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
