Category,Ticker,Name,LONG_COMP_NAME,CURRENCY,SOURCE,SW_DETAILED_DESCRIPTION,INDX_DES,INDX_SOURCE,COUNTRY,REGION_OR_COUNTRY,RELEVANCE_VALUE,,,Field
BFV Curve 5 year,C3565Y Index,BFV AUD Australia Domestic (BB,BFV AUD Australia Domestic (BBB) 5 Year,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C0395Y Index,BFV USD US Utility BBB 5 Year,BFV USD US Utility BBB 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 5 year,C3585Y Index,BFV AUD Australia Domestic (AA,BFV AUD Australia Domestic (AA) 5 Year,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C9055Y Index,BFV EUR Italy Sovereign 5 Year,BFV EUR Italy Sovereign 5 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C9225Y Index,BFV EUR Jumbo Pfandbriefe 5 Ye,BFV EUR Jumbo Pfandbriefe 5 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C2895Y Index,BFV CAD Canada Province of Ont,BFV CAD Canada Province of Ontario 5 Year,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C0265Y Index,BFV USD US Finance A 5 Year,BFV USD US Finance A 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 5 year,C6705Y Index,BFV EUR Composite (A) 5 Year,BFV EUR Composite (A) 5 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C8925Y Index,BFV EUR Eurozone Bank (A) 5 Ye,BFV EUR Eurozone Bank (A) 5 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C3065Y Index,BFV CAD Canada Bank (AA) 5 Yea,BFV CAD Canada Bank (AA) 5 Year,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C9005Y Index,BFV EUR Belgium Sovereign 5 Ye,BFV EUR Belgium Sovereign 5 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C0075Y Index,BFV USD US Industrial A- 5 Yea,BFV USD US Industrial A- 5 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 5 year,C2625Y Index,BFV ZAR South Africa Sovereign,BFV ZAR South Africa Sovereign 5 Year,ZAR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,049M10Y Index,BFV Muni G0 AAA 10 Year,BFV Muni G0 AAA 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C02010Y Index,BFV CNY China Sovereign 10 Yea,BFV CNY China Sovereign 10 Year,CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,CH,CHINA,#N/A Field Not Applicable,,,
BFV Curve 10 year,C88310Y Index,BFV USD Composite (BBB) 10 Yea,BFV USD Composite (BBB) 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 10 year,C08210Y Index,BFV USD US Treasury Bonds/Note,BFV USD US Treasury Bonds/Notes 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C00610Y Index,BFV USD US Industrial A 10 Yea,BFV USD US Industrial A 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 10 year,C10510Y Index,BFV JPY Japan Sovereign 10 Yea,BFV JPY Japan Sovereign 10 Year,JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C00910Y Index,BFV USD US Industrial BBB 10 Y,BFV USD US Industrial BBB 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 10 year,C24410Y Index,BFV USD US Real Estate Investm,BFV USD US Real Estate Investment Trust (BBB) 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 10 year,C88410Y Index,BFV USD Composite (BB) 10 Year,BFV USD Composite (BB) 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 10 year,C88210Y Index,BFV USD Composite (A) 10 Year,BFV USD Composite (A) 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 10 year,C96010Y Index,BFV EUR Sovereign Benchmark 10,BFV EUR Sovereign Benchmark 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C91010Y Index,BFV EUR Germany Sovereign 10 Y,BFV EUR Germany Sovereign 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,GE,GERMANY,#N/A Field Not Applicable,,,
BFV Curve 10 year,C91510Y Index,BFV EUR France Sovereign OAT 1,BFV EUR France Sovereign OAT 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,FR,FRANCE,#N/A Field Not Applicable,,,
BFV Curve 10 year,C46910Y Index,BFV EUR Industrial BBB- 10 Yea,BFV EUR Industrial BBB- 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C90510Y Index,BFV EUR Italy Sovereign 10 Yea,BFV EUR Italy Sovereign 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C10110Y Index,BFV CAD Canada Sovereign 10 Ye,BFV CAD Canada Sovereign 10 Year,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C67310Y Index,BFV EUR Composite (BBB) 10 Yea,BFV EUR Composite (BBB) 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C40510Y Index,BFV GBP Euro (BBB) 10 Year,BFV GBP Euro (BBB) 10 Year,GBP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C46810Y Index,BFV EUR Eurozone Ind BBB 10 Ye,BFV EUR Eurozone Ind BBB 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,TE,EUROZONE,#N/A Field Not Applicable,,,
BFV Curve 10 year,C58310Y Index,BFV EUR Utility (A) 10 Year,BFV EUR Utility (A) 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,TE,EUROZONE,#N/A Field Not Applicable,,,
BFV Curve 10 year,C92310Y Index,BFV EUR Pfandbriefe 10 Year,BFV EUR Pfandbriefe 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C12710Y Index,BFV AUD Australia Sovereign 10,BFV AUD Australia Sovereign 10 Year,AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C66710Y Index,BFV EUR Composite (AA) 10 Year,BFV EUR Composite (AA) 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C07910Y Index,BFV USD US Treasury Strips 10,BFV USD US Treasury Strips 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C11010Y Index,BFV GBP UK Gilts 10 Year,BFV GBP UK Gilts 10 Year,GBP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C26210Y Index,BFV ZAR South Africa Sovereign,BFV ZAR South Africa Sovereign 10 Year,ZAR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C12810Y Index,BFV MYR Malaysia Government 10,BFV MYR Malaysia Government 10 Year,MYR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C46710Y Index,BFV EUR Industrial BBB+ 10 Yea,BFV EUR Industrial BBB+ 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C51010Y Index,BFV USD US Industrial B 10 Yea,BFV USD US Industrial B 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 10 year,C12410Y Index,BFV SGD Singapore Sovereign 10,BFV SGD Singapore Sovereign 10 Year,SGD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,SI,SINGAPORE,#N/A Field Not Applicable,,,
BFV Curve 10 year,C47010Y Index,BFV EUR Industrial (BB) 10 Yea,BFV EUR Industrial (BB) 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C28810Y Index,BFV CAD Canada Corporate (BBB),BFV CAD Canada Corporate (BBB) 10 Year,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C01010Y Index,BFV USD US Industrial BBB- 10,BFV USD US Industrial BBB- 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 10 year,C28910Y Index,BFV CAD Canada Province of Ont,BFV CAD Canada Province of Ontario 10 Year,CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C88510Y Index,BFV USD Composite (B) 10 Year,BFV USD Composite (B) 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 10 year,C03910Y Index,BFV USD US Utility BBB 10 Year,BFV USD US Utility BBB 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 10 year,C88110Y Index,BFV USD Composite (AA) 10 Year,BFV USD Composite (AA) 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,US,UNITED STATES,#N/A Field Not Applicable,,,
BFV Curve 10 year,SFG10S Index,BFV Switzerland Interpolated Y,BFV Switzerland Interpolated Yield Govt 10 Year Strip CHF,CHF,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,SZ,SWITZERLAND,#N/A Field Not Applicable,,,
BFV Curve 10 year,C08410Y Index,BFV USD United States Governme,BFV USD United States Government Agency 10 Year,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
BFV Curve 10 year,C90010Y Index,BFV EUR Belgium Sovereign 10 Y,BFV EUR Belgium Sovereign 10 Year,EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg Fair Value,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Fundamentals,EHGDUSY Index,US Real GDP (Annual YoY %),US Real GDP (Annual YoY %),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,US,UNITED STATES,#N/A Field Not Applicable,,,
Fundamentals,EHCAUS Index,US Current Account Balance (%,US Current Account Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,US,UNITED STATES,#N/A Field Not Applicable,,,
Fundamentals,EHGDWLD Index,World GDP (YoY %),World GDP (YoY %),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Fundamentals,EHGDUS Index,US Real GDP (QoQ % SAAR),US Real GDP (QoQ % SAAR),USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,US,UNITED STATES,#N/A Field Not Applicable,,,
Fundamentals,EHGDEUY Index,Eurozone Real GDP (Annual YoY,Eurozone Real GDP (Annual YoY %),EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,TE,EUROZONE,#N/A Field Not Applicable,,,
Fundamentals,EHCATR Index,Turkey Current Account Balance,Turkey Current Account Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,TU,TURKEY,#N/A Field Not Applicable,,,
Fundamentals,EHCAGB Index,UK Current Account Balance (%,UK Current Account Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,GB,BRITAIN,#N/A Field Not Applicable,,,
Fundamentals,EHCAMX Index,Mexico Current Account Balance,Mexico Current Account Balance (% GDP),MXN,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,MX,MEXICO,#N/A Field Not Applicable,,,
Fundamentals,EHGDCNY Index,China Real Annual GDP (YoY %),China Real Annual GDP (YoY %),CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,CH,CHINA,#N/A Field Not Applicable,,,
Fundamentals,EHGDJPY Index,Japan Real GDP (Annual YoY %),Japan Real GDP (Annual YoY %),JPY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,JN,JAPAN,#N/A Field Not Applicable,,,
Fundamentals,EHGDGBY Index,UK Real GDP (Annual YoY %),UK Real GDP (Annual YoY %),GBP,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,GB,BRITAIN,#N/A Field Not Applicable,,,
Fundamentals,EHCAEU Index,Eurozone Current Account Balan,Eurozone Current Account Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,TE,EUROZONE,#N/A Field Not Applicable,,,
Fundamentals,EHCACN Index,China Current Account Balance,China Current Account Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,CH,CHINA,#N/A Field Not Applicable,,,
Fundamentals,EHGDINY Index,India Real GDP (Annual YoY %),India Real GDP (Annual YoY %),INR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,IN,INDIA,#N/A Field Not Applicable,,,
Fundamentals,EHGDBRY Index,Brazil Real GDP (Annual YoY %),Brazil Real GDP (Annual YoY %),BRL,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,BZ,BRAZIL,#N/A Field Not Applicable,,,
Fundamentals,EHBBUS Index,US Budget Balance (% GDP),US Budget Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,US,UNITED STATES,#N/A Field Not Applicable,,,
Fundamentals,EHGDEU Index,Eurozone Real GDP (Annual YoY,Eurozone Real GDP (Annual YoY %),EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,TE,EUROZONE,#N/A Field Not Applicable,,,
Fundamentals,EHBBCNY Index,China Budget Balance (% GDP),China Budget Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,CH,CHINA,#N/A Field Not Applicable,,,
Fundamentals,EHCABR Index,Brazil Current Account Balance,Brazil Current Account Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,BZ,BRAZIL,#N/A Field Not Applicable,,,
Fundamentals,EHGQEA Index,Eurozone Real GDP SA QoQ%,Eurozone Real GDP SA QoQ%,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,TE,EUROZONE,#N/A Field Not Applicable,,,
Fundamentals,EHCAIN Index,India Current Account Balance,India Current Account Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,IN,INDIA,#N/A Field Not Applicable,,,
Fundamentals,EHCAJP Index,Japan Current Account Balance,Japan Current Account Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,JN,JAPAN,#N/A Field Not Applicable,,,
Fundamentals,EHGDRUY Index,Russia Real GDP (Annual YoY %),Russia Real GDP (Annual YoY %),RUB,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,RU,RUSSIA,#N/A Field Not Applicable,,,
Fundamentals,EHGDWLDY Index,World Real GDP (Annual YoY%),World Real GDP (Annual YoY%),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Fundamentals,EHGDMXY Index,Mexico Real GDP (Annual YoY %),Mexico Real GDP (Annual YoY %),MXN,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,MX,MEXICO,#N/A Field Not Applicable,,,
Fundamentals,EHCATRY Index,Turkey Current Account Balance,Turkey Current Account Balance (% GDP),TRY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,TU,TURKEY,#N/A Field Not Applicable,,,
Fundamentals,EHGDCAY Index,Canada Real GDP (Annual YoY %),Canada Real GDP (Annual YoY %),CAD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,CA,CANADA,#N/A Field Not Applicable,,,
Fundamentals,EHGDDEY Index,Germany Real GDP (YoY %),Germany Real GDP (YoY %),EUR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,GE,GERMANY,#N/A Field Not Applicable,,,
Fundamentals,EHGDCN Index,China Real Quarterly GDP (Annu,China Real Quarterly GDP (Annual YoY %),CNY,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,CH,CHINA,#N/A Field Not Applicable,,,
Fundamentals,EHCAAU Index,Australia Current Account Bala,Australia Current Account Balance (% GDP),AUD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,AU,AUSTRALIA,#N/A Field Not Applicable,,,
Fundamentals,EHCAID Index,Indonesia Current Account Bala,Indonesia Current Account Balance (% GDP),IDR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,ID,INDONESIA,#N/A Field Not Applicable,,,
Fundamentals,EHBBMX Index,Mexico Budget Balance (% GDP),Mexico Budget Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,MX,MEXICO,#N/A Field Not Applicable,,,
Fundamentals,EHCAKR Index,South Korea Current Account Ba,South Korea Current Account Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,SK,SOUTH KOREA,#N/A Field Not Applicable,,,
Fundamentals,EHGDEMG Index,Emerging Economies Real GDP (A,Emerging Economies Real GDP (Annual YoY %),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,,,
Fundamentals,EHBBGB Index,UK Budget Balance (% GDP),UK Budget Balance (% GDP),#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,GB,BRITAIN,#N/A Field Not Applicable,,,
Fundamentals,EHCAMY Index,Malaysia Current Account Balan,Malaysia Current Account Balance (% GDP),MYR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,MA,MALAYSIA,#N/A Field Not Applicable,,,
Fundamentals,EHGDIDY Index,Indonesia Real GDP (Annual YoY,Indonesia Real GDP (Annual YoY %),IDR,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,ID,INDONESIA,#N/A Field Not Applicable,,,
Fundamentals,EHGDSGY Index,Singapore Real GDP (Annual YoY,Singapore Real GDP (Annual YoY %),SGD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Bloomberg,SI,SINGAPORE,#N/A Field Not Applicable,,,
G20 Fundamentals,ARGQPYOX Index,Argentina Qtrly GDP at Constan,Argentina Qtrly GDP at Constant 2004 Prices YoY NSA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Instituto Nacional de Estadist,AR,Argentina,95,,,
G20 Fundamentals,ARCUYOY  Index,Argentina Qtrly GDP at Current,Argentina Qtrly GDP at Current Prices YoY,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Instituto Nacional de Estadist,AR,Argentina,#N/A Field Not Applicable,,,
G20 Fundamentals,ARCPIYOY Index,Argentina CPI YoY,Argentina CPI YoY,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Instituto Nacional de Estadist,AR,Argentina,#N/A Field Not Applicable,,,
G20 Fundamentals,ECOQARN  Index,Argentina Government Debt (Bil,Argentina Government Debt (Billion USD) NSA,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,BLOOMBERG,AR,ARGENTINA,#N/A Field Not Applicable,,,
G20 Fundamentals,ECOGBARN Index,Argentina Budget Balance (Bill,Argentina Budget Balance (Billion USD) NSA,USD,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,BLOOMBERG,AR,ARGENTINA,#N/A Field Not Applicable,,,
G20 Fundamentals,AUNAGDPY Index,Australia GDP SA YoY,Australia GDP SA YoY,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Australian Bureau of Statistic,AU,Australia,85.2941,,,
G20 Fundamentals,AUGDPCY  Index,Australia GDP Current Prices Y,Australia GDP Current Prices YoY SA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Australian Bureau of Statistic,AU,Australia,#N/A Field Not Applicable,,,
G20 Fundamentals,AUCPIYOY Index,Australia CPI All Groups Goods,Australia CPI All Groups Goods Component YoY,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Australian Bureau of Statistic,AU,Australia,88.2353,,,
G20 Fundamentals,AULFTOT  Index,Australia Labor Force Unemploy,Australia Labor Force Unemployed Persons SA,#N/A Field Not Applicable,#N/A Invalid Field,#N/A Field Not Applicable,#N/A Field Not Applicable,Australian Bureau of Statistic,AU,Australia,#N/A Field Not Applicable,,,
